*************Target variables in total: 40*************
Number of Fault Insertions: 739
Number of Faulty Executions: 628
,variable_name,max_risk_diff,quantile1,quantile2
14,temp_3,0.934934934934935,1,0
35,ampl_0,0.8351758793969849,0,8
30,sqrty_0,0.8351758793969849,2,0
11,d_4,0.8318318318318318,0,9
5,y2_0,0.8318318318318318,0,8
6,y_0,0.8318318318318318,0,8
8,e_4,0.8318318318318318,2,0
9,e_1,0.8318318318318318,1,0
12,d_1,0.8318318318318318,1,0
0,y_2,0.831,5,0
27,z_0,0.8190954773869347,4,8
20,result_val_0,0.2020100502512563,0,1
31,result_val_2,0.11256281407035174,3,9
25,d_5,0.03015075376884424,0,4
23,abs_sum_0,0.01005025125628145,0,6
24,sy_0,0.009045226130653283,2,8
18,cy_0,0.0030150753768843908,8,3
19,s_0,0.0010050251256281673,1,0
10,e_0,0.0,0,0
29,stat_cp_0,0.0,0,0
38,ceps_0,0.0,0,0
37,e2_0,0.0,0,0
36,stat_ca_0,0.0,0,0
2,result_err_7,0.0,0,0
34,result_err_8,0.0,0,0
33,result_err_9,0.0,0,0
32,result_err_10,0.0,0,0
3,fn_1,0.0,0,0
26,seps_1,0.0,0,0
28,stat_ct_0,0.0,0,0
4,status_0,0.0,0,0
13,d_0,0.0,0,0
22,ceps_1,0.0,0,0
21,result_err_1,0.0,0,0
1,result_val_1,0.0,0,0
17,dd_0,0.0,0,0
16,dd_1,0.0,0,0
15,temp_0,0.0,0,0
7,result_err_0,0.0,0,0
39,seps_0,0.0,0,0
